id,gender,birthday,grade,region,last_visited
668,Ж,14.07.2010,7.0,Город Москва,24.08.2023 21:13:14
669,Ж,25.11.2009,7.0,Город Москва,04.09.2023 09:25:43
670,Ж,10.05.2007,10.0,Город Москва,17.08.2023 03:28:40
671,Ж,11.03.2009,8.0,Краснодарский край,27.08.2023 12:02:36
672,Ж,23.11.2009,,Нижегородская область,01.09.2023 01:45:58
673,М,31.07.2007,10.0,Город Москва,31.08.2023 08:39:13
674,М,27.12.2009,7.0,Новосибирская область,29.08.2023 01:19:11
675,М,19.03.2007,10.0,Город Москва,27.08.2023 04:22:45
676,Ж,01.11.2006,10.0,Город Москва,30.08.2023 16:22:30
677,Ж,11.03.2009,8.0,Краснодарский край,06.09.2023 08:23:57
678,Ж,24.12.2006,10.0,Нижегородская область,25.08.2023 01:17:01
679,М,01.05.2010,7.0,Город Москва,20.08.2023 16:21:44
680,Ж,04.03.2007,10.0,Город Санкт-Петербург,12.09.2023 06:25:49
681,Ж,02.07.2008,9.0,Краснодарский край,25.08.2023 11:47:32
682,М,10.04.2010,7.0,Город Москва,15.08.2023 08:26:07
683,Ж,20.07.2008,9.0,Краснодарский край,10.09.2023 23:50:46
684,М,19.09.2008,8.0,Город Санкт-Петербург,03.09.2023 03:07:01
685,Ж,14.08.2007,,Город Москва,28.08.2023 14:55:54
686,Ж,03.11.2008,,Город Москва,15.08.2023 20:32:51
687,Ж,27.11.2008,8.0,Город Москва,26.08.2023 07:00:04
688,М,06.12.2007,9.0,Город Санкт-Петербург,20.08.2023 16:51:06
689,М,30.09.2009,7.0,Город Москва,25.08.2023 01:18:31
690,Ж,04.08.2010,7.0,Город Москва,12.09.2023 12:25:33
691,М,15.06.2007,10.0,Город Москва,07.09.2023 22:02:43
692,М,08.08.2008,9.0,Город Санкт-Петербург,15.08.2023 06:41:47
693,М,30.11.2008,8.0,Город Санкт-Петербург,22.08.2023 02:55:03
694,М,12.02.2008,,Город Москва,30.08.2023 21:46:17
695,М,12.09.2008,9.0,Город Москва,05.09.2023 20:25:40
696,М,14.01.2007,10.0,Город Москва,28.08.2023 01:32:35
697,М,04.02.2010,7.0,Новосибирская область,25.08.2023 06:07:37
698,Ж,14.10.2008,,Город Санкт-Петербург,29.08.2023 00:43:03
699,М,22.04.2007,10.0,Город Санкт-Петербург,27.08.2023 19:26:14
700,М,04.08.2007,10.0,Город Москва,20.08.2023 23:06:57
701,М,30.11.2008,,Город Москва,28.08.2023 20:17:14
702,Ж,04.05.2007,10.0,Город Санкт-Петербург,25.08.2023 10:52:53
703,Ж,13.10.2006,10.0,Город Санкт-Петербург,31.08.2023 06:48:33
704,М,11.08.2007,10.0,Новосибирская область,05.09.2023 17:59:05
705,Ж,14.02.2010,7.0,Нижегородская область,15.08.2023 12:46:19
706,Ж,17.09.2009,7.0,Город Москва,13.08.2023 20:59:09
707,Ж,23.04.2008,9.0,Город Санкт-Петербург,20.08.2023 19:23:39
708,М,10.04.2010,7.0,Город Санкт-Петербург,31.08.2023 19:06:17
709,Ж,31.10.2008,8.0,Город Москва,25.08.2023 18:57:33
710,Ж,31.10.2008,8.0,Город Москва,27.08.2023 05:17:55
711,М,27.10.2006,,Новосибирская область,05.09.2023 09:30:09
712,М,22.04.2010,7.0,Краснодарский край,16.08.2023 18:23:20
713,Ж,25.08.2009,8.0,Город Санкт-Петербург,23.08.2023 12:04:54
714,М,03.06.2008,,Новосибирская область,10.09.2023 05:16:15
715,Ж,16.08.2009,8.0,Город Москва,18.08.2023 21:17:35
716,М,22.04.2008,9.0,Город Санкт-Петербург,24.08.2023 02:11:12
717,Ж,25.03.2010,,Краснодарский край,21.08.2023 01:26:28
718,Ж,05.07.2010,7.0,Город Санкт-Петербург,17.08.2023 16:11:27
719,М,29.03.2008,9.0,Нижегородская область,28.08.2023 20:16:36
720,Ж,06.05.2008,9.0,Город Санкт-Петербург,24.08.2023 13:26:13
721,Ж,01.03.2010,7.0,Город Санкт-Петербург,25.08.2023 13:05:25
722,Ж,12.07.2007,10.0,Нижегородская область,26.08.2023 20:10:03
723,М,05.11.2007,9.0,Краснодарский край,03.09.2023 00:22:44
724,Ж,14.08.2008,9.0,Нижегородская область,11.09.2023 02:54:09
725,М,29.10.2008,8.0,Город Москва,01.09.2023 04:50:53
726,Ж,30.03.2008,9.0,Город Санкт-Петербург,26.08.2023 07:17:40
727,М,01.07.2009,,Краснодарский край,07.09.2023 02:02:54
728,М,01.05.2009,8.0,Город Санкт-Петербург,26.08.2023 10:49:06
729,М,20.02.2007,10.0,Город Москва,30.08.2023 23:27:38
730,М,15.07.2008,9.0,Город Москва,14.08.2023 08:05:18
731,Ж,26.03.2010,7.0,Город Москва,23.08.2023 01:06:30
732,М,14.04.2008,9.0,Город Москва,02.09.2023 17:22:02
733,Ж,21.07.2007,10.0,Новосибирская область,24.08.2023 06:08:57
734,М,03.01.2009,8.0,Город Москва,04.09.2023 19:34:59
735,Ж,10.08.2010,7.0,Новосибирская область,18.08.2023 09:45:30
736,М,08.06.2009,8.0,Город Москва,26.08.2023 07:14:33
737,М,15.01.2010,7.0,Город Москва,10.09.2023 21:33:12
738,Ж,13.01.2007,10.0,Нижегородская область,12.09.2023 11:19:03
739,М,05.06.2009,8.0,Город Москва,03.09.2023 20:00:01
740,Ж,30.05.2007,10.0,Город Москва,07.09.2023 04:56:50
741,Ж,11.04.2009,8.0,Новосибирская область,01.09.2023 16:50:05
742,Ж,12.08.2010,7.0,Новосибирская область,07.09.2023 21:44:56
743,М,24.02.2008,9.0,Нижегородская область,15.08.2023 06:54:32
744,М,12.11.2007,9.0,Город Москва,25.08.2023 18:30:29
745,М,27.08.2010,7.0,Город Москва,26.08.2023 01:49:43
746,М,19.11.2009,,Город Москва,17.08.2023 21:36:30
747,М,03.05.2009,,Город Санкт-Петербург,25.08.2023 04:03:09
748,Ж,20.01.2007,10.0,Город Москва,20.08.2023 21:39:12
749,М,22.05.2010,7.0,Нижегородская область,31.08.2023 03:56:04
750,М,20.06.2007,10.0,Нижегородская область,14.08.2023 07:20:45
751,М,06.02.2007,10.0,Новосибирская область,03.09.2023 14:15:58
752,Ж,14.06.2009,8.0,Город Москва,23.08.2023 03:37:14
753,Ж,07.10.2006,10.0,Город Москва,22.08.2023 13:57:12
754,Ж,23.03.2010,7.0,Город Москва,10.09.2023 06:59:48
755,М,03.11.2009,7.0,Краснодарский край,20.08.2023 10:05:19
756,М,10.08.2010,,Краснодарский край,17.08.2023 23:10:00
757,М,08.04.2010,7.0,Город Москва,12.09.2023 04:18:34
758,Ж,13.09.2007,9.0,Город Санкт-Петербург,14.08.2023 12:20:40
759,М,10.09.2010,7.0,Новосибирская область,21.08.2023 05:19:07
760,Ж,21.11.2007,9.0,Краснодарский край,14.08.2023 17:07:36
761,Ж,16.02.2007,10.0,Город Москва,14.08.2023 23:07:43
762,Ж,04.06.2009,8.0,Город Санкт-Петербург,04.09.2023 22:16:09
763,Ж,21.05.2007,10.0,Город Санкт-Петербург,25.08.2023 07:02:32
764,Ж,21.05.2009,8.0,Город Москва,23.08.2023 22:48:28
765,М,28.04.2008,9.0,Нижегородская область,06.09.2023 16:37:13
766,Ж,10.01.2007,10.0,Город Санкт-Петербург,24.08.2023 22:14:03
767,М,03.06.2008,,Город Москва,15.08.2023 02:22:34
768,Ж,19.07.2009,,Новосибирская область,05.09.2023 09:09:51
769,Ж,21.05.2009,8.0,Город Москва,17.08.2023 16:52:40
770,Ж,02.12.2007,9.0,Город Санкт-Петербург,05.09.2023 02:20:20
771,Ж,25.12.2007,9.0,Краснодарский край,10.09.2023 03:35:21
772,М,09.11.2009,7.0,Краснодарский край,24.08.2023 03:22:34
773,М,07.05.2009,8.0,Город Москва,04.09.2023 09:30:11
774,Ж,29.07.2007,10.0,Город Санкт-Петербург,03.09.2023 17:13:15
775,Ж,10.01.2009,8.0,Краснодарский край,14.08.2023 00:04:38
776,Ж,29.03.2010,7.0,Город Москва,05.09.2023 07:53:53
777,Ж,25.10.2009,7.0,Город Санкт-Петербург,08.09.2023 18:06:15
778,М,17.09.2007,9.0,Краснодарский край,23.08.2023 04:12:15
779,М,15.04.2007,,Краснодарский край,02.09.2023 20:51:11
780,Ж,01.02.2008,9.0,Город Москва,07.09.2023 08:10:42
781,М,06.10.2009,7.0,Краснодарский край,27.08.2023 23:14:26
782,М,09.06.2008,,Город Москва,03.09.2023 16:40:31
783,Ж,20.02.2010,7.0,Город Москва,27.08.2023 04:35:08
784,М,12.09.2007,,Новосибирская область,29.08.2023 21:07:57
785,М,12.04.2008,9.0,Город Санкт-Петербург,06.09.2023 04:11:58
786,М,23.03.2007,10.0,Краснодарский край,12.09.2023 03:16:09
787,М,13.08.2009,8.0,Нижегородская область,22.08.2023 03:21:04
788,Ж,05.08.2009,8.0,Город Москва,01.09.2023 01:38:13
789,Ж,19.04.2010,7.0,Нижегородская область,06.09.2023 01:57:11
790,Ж,28.01.2007,10.0,Город Москва,21.08.2023 23:22:52
791,М,02.02.2010,,Город Москва,30.08.2023 20:49:12
792,М,30.08.2010,,Краснодарский край,26.08.2023 03:21:34
793,М,26.08.2007,10.0,Город Санкт-Петербург,20.08.2023 15:24:21
794,Ж,15.06.2010,,Город Москва,20.08.2023 01:17:34
795,М,01.12.2009,7.0,Краснодарский край,23.08.2023 06:31:52
796,Ж,16.01.2009,8.0,Краснодарский край,17.08.2023 05:43:59
797,Ж,25.07.2008,9.0,Краснодарский край,14.08.2023 05:53:23
798,М,10.10.2006,10.0,Город Москва,29.08.2023 11:16:30
799,М,09.06.2009,8.0,Нижегородская область,15.08.2023 15:02:47
800,Ж,09.04.2008,9.0,Город Москва,16.08.2023 18:25:32
801,М,08.04.2007,10.0,Город Москва,22.08.2023 21:56:56
802,М,21.04.2009,8.0,Город Москва,19.08.2023 11:24:55
803,М,02.03.2009,8.0,Новосибирская область,25.08.2023 03:39:55
804,М,18.10.2009,7.0,Город Москва,14.08.2023 13:24:09
805,М,19.11.2006,10.0,Город Санкт-Петербург,14.08.2023 15:53:02
806,Ж,23.05.2008,,Город Санкт-Петербург,24.08.2023 17:31:06
807,М,11.10.2009,7.0,Город Санкт-Петербург,09.09.2023 10:42:54
808,М,14.01.2007,10.0,Город Москва,29.08.2023 23:29:45
809,Ж,03.12.2009,,Город Москва,05.09.2023 09:36:25
810,М,16.02.2007,10.0,Город Москва,14.08.2023 18:33:30
811,М,30.04.2009,8.0,Краснодарский край,16.08.2023 08:39:10
812,М,29.03.2008,9.0,Город Москва,21.08.2023 12:00:06
813,М,15.03.2010,7.0,Нижегородская область,12.09.2023 15:19:18
814,Ж,23.11.2007,9.0,Город Москва,08.09.2023 14:27:32
815,Ж,07.09.2010,7.0,Город Москва,30.08.2023 20:28:59
816,М,29.04.2008,9.0,Город Санкт-Петербург,21.08.2023 01:24:32
817,Ж,29.06.2009,8.0,Город Москва,06.09.2023 15:02:44
818,М,24.05.2009,8.0,Город Санкт-Петербург,25.08.2023 21:08:14
819,Ж,04.02.2010,7.0,Нижегородская область,11.09.2023 08:54:30
820,М,23.09.2007,9.0,Город Москва,20.08.2023 05:52:55
821,Ж,29.05.2009,8.0,Новосибирская область,02.09.2023 07:34:52
822,Ж,01.11.2008,,Город Санкт-Петербург,12.09.2023 05:37:59
823,Ж,21.10.2008,8.0,Город Москва,08.09.2023 15:20:07
824,Ж,03.03.2008,9.0,Город Санкт-Петербург,02.09.2023 10:21:44
825,Ж,02.03.2008,9.0,Город Москва,09.09.2023 15:17:26
826,Ж,02.09.2009,8.0,Город Санкт-Петербург,05.09.2023 21:50:59
827,М,19.10.2006,10.0,Город Москва,03.09.2023 05:17:05
828,М,12.03.2010,7.0,Город Санкт-Петербург,19.08.2023 10:41:17
829,М,11.03.2008,9.0,Краснодарский край,01.09.2023 01:18:36
830,Ж,31.03.2009,8.0,Новосибирская область,07.09.2023 00:02:17
831,М,03.09.2009,8.0,Город Санкт-Петербург,27.08.2023 12:14:54
832,М,23.05.2009,8.0,Город Санкт-Петербург,21.08.2023 01:30:43
833,Ж,30.05.2009,8.0,Город Москва,09.09.2023 04:43:28
834,М,16.11.2007,9.0,Город Москва,10.09.2023 14:05:35
835,М,30.09.2009,,Город Москва,20.08.2023 00:01:04
836,Ж,28.08.2010,7.0,Нижегородская область,25.08.2023 00:57:42
837,Ж,26.01.2007,,Город Москва,31.08.2023 14:13:48
838,Ж,04.12.2006,10.0,Город Москва,02.09.2023 13:02:14
839,Ж,29.01.2007,10.0,Краснодарский край,29.08.2023 07:17:57
840,Ж,16.07.2008,,Новосибирская область,02.09.2023 18:33:55
841,Ж,02.11.2008,8.0,Город Москва,21.08.2023 20:32:51
842,Ж,12.02.2007,,Город Санкт-Петербург,22.08.2023 11:39:33
843,М,26.10.2008,8.0,Город Москва,08.09.2023 20:37:55
844,М,14.07.2010,7.0,Город Санкт-Петербург,06.09.2023 08:53:34
845,Ж,30.01.2009,8.0,Город Санкт-Петербург,31.08.2023 19:46:34
846,Ж,31.10.2007,9.0,Город Санкт-Петербург,16.08.2023 20:39:00
847,Ж,26.12.2008,,Город Санкт-Петербург,18.08.2023 08:05:10
848,М,07.12.2007,9.0,Новосибирская область,28.08.2023 17:35:32
849,Ж,31.07.2009,8.0,Нижегородская область,01.09.2023 09:16:21
850,Ж,24.03.2008,9.0,Город Москва,25.08.2023 19:40:01
851,Ж,17.08.2007,10.0,Город Москва,18.08.2023 00:23:28
852,М,10.10.2008,8.0,Город Санкт-Петербург,19.08.2023 20:50:08
853,Ж,30.05.2009,8.0,Нижегородская область,12.09.2023 02:33:52
854,Ж,27.02.2009,8.0,Нижегородская область,12.09.2023 14:03:05
855,Ж,16.05.2010,7.0,Город Москва,02.09.2023 04:48:16
856,М,09.08.2009,8.0,Город Санкт-Петербург,11.09.2023 23:32:10
857,М,29.06.2010,,Новосибирская область,24.08.2023 15:14:33
858,М,16.05.2009,8.0,Город Москва,14.08.2023 00:51:46
859,М,07.08.2007,10.0,Город Москва,23.08.2023 23:39:08
860,М,12.10.2007,9.0,Город Москва,30.08.2023 15:27:16
861,Ж,05.08.2007,10.0,Город Санкт-Петербург,23.08.2023 18:22:03
862,М,04.12.2006,10.0,Нижегородская область,22.08.2023 07:39:57
863,Ж,15.02.2010,,Краснодарский край,02.09.2023 06:09:24
864,Ж,26.02.2008,,Город Санкт-Петербург,08.09.2023 19:36:30
865,Ж,08.03.2008,9.0,Новосибирская область,02.09.2023 17:47:34
866,Ж,29.06.2008,9.0,Нижегородская область,24.08.2023 15:29:28
867,Ж,06.02.2009,8.0,Город Москва,20.08.2023 09:45:21
868,М,02.07.2008,9.0,Город Москва,31.08.2023 14:50:44
869,М,01.04.2007,10.0,Город Санкт-Петербург,09.09.2023 18:35:47
870,М,20.09.2008,8.0,Нижегородская область,16.08.2023 11:09:37
871,М,12.02.2008,9.0,Город Санкт-Петербург,25.08.2023 05:11:28
872,М,28.03.2007,10.0,Город Москва,25.08.2023 20:01:53
873,Ж,13.03.2009,8.0,Нижегородская область,14.08.2023 19:12:30
874,М,02.11.2008,,Город Москва,29.08.2023 14:17:55
875,М,11.05.2007,10.0,Город Москва,05.09.2023 16:04:25
876,М,03.09.2009,8.0,Город Санкт-Петербург,15.08.2023 09:52:28
877,Ж,30.12.2009,,Краснодарский край,09.09.2023 15:22:05
878,М,01.05.2010,7.0,Город Санкт-Петербург,09.09.2023 10:06:55
879,Ж,07.12.2007,,Нижегородская область,07.09.2023 03:53:43
880,М,06.10.2008,8.0,Город Санкт-Петербург,22.08.2023 17:19:27
881,Ж,15.04.2007,10.0,Краснодарский край,10.09.2023 03:53:01
882,Ж,17.09.2006,10.0,Город Москва,10.09.2023 13:39:16
883,М,03.04.2008,9.0,Город Москва,24.08.2023 16:39:06
884,Ж,05.05.2007,,Город Москва,28.08.2023 00:36:15
885,Ж,22.08.2007,10.0,Город Санкт-Петербург,28.08.2023 06:25:53
886,Ж,20.01.2009,8.0,Краснодарский край,18.08.2023 05:10:54
887,Ж,20.07.2007,,Новосибирская область,18.08.2023 08:26:49
888,М,05.07.2010,7.0,Город Москва,19.08.2023 22:32:43
889,Ж,02.02.2010,7.0,Новосибирская область,27.08.2023 09:06:07
890,М,26.04.2008,9.0,Город Санкт-Петербург,07.09.2023 08:33:29
891,Ж,07.08.2007,10.0,Город Санкт-Петербург,30.08.2023 03:36:47
892,Ж,09.12.2006,10.0,Город Москва,03.09.2023 15:32:26
893,М,16.10.2008,8.0,Город Москва,28.08.2023 16:00:37
894,Ж,10.01.2009,8.0,Краснодарский край,20.08.2023 06:48:22
895,М,05.06.2010,,Город Москва,21.08.2023 22:14:27
896,Ж,25.09.2007,9.0,Город Москва,29.08.2023 20:24:07
897,Ж,17.11.2006,10.0,Город Москва,08.09.2023 11:56:58
898,М,24.10.2006,10.0,Краснодарский край,27.08.2023 01:36:15
899,Ж,05.09.2007,10.0,Город Санкт-Петербург,16.08.2023 16:49:53
900,М,26.12.2008,8.0,Город Санкт-Петербург,20.08.2023 08:36:29
901,Ж,20.05.2010,7.0,Новосибирская область,15.08.2023 23:31:08
902,Ж,19.05.2009,8.0,Город Санкт-Петербург,24.08.2023 11:30:35
903,М,24.04.2008,9.0,Нижегородская область,19.08.2023 08:09:32
904,М,04.08.2010,7.0,Город Москва,23.08.2023 21:38:34
905,М,23.07.2007,10.0,Город Москва,17.08.2023 22:55:44
906,М,13.08.2007,10.0,Новосибирская область,31.08.2023 05:30:56
907,М,09.07.2010,,Город Москва,11.09.2023 10:44:35
908,Ж,16.12.2009,7.0,Краснодарский край,24.08.2023 07:10:25
909,М,21.02.2008,9.0,Нижегородская область,17.08.2023 22:10:29
910,М,12.12.2008,8.0,Город Москва,04.09.2023 19:55:09
911,Ж,27.03.2010,7.0,Город Москва,24.08.2023 07:24:20
912,Ж,20.10.2007,9.0,Город Москва,28.08.2023 12:36:56
913,Ж,25.07.2007,10.0,Город Санкт-Петербург,29.08.2023 14:25:33
914,Ж,16.06.2008,,Город Москва,11.09.2023 05:09:00
915,М,21.11.2008,8.0,Новосибирская область,27.08.2023 15:39:58
916,Ж,01.03.2008,,Город Санкт-Петербург,18.08.2023 13:13:51
917,Ж,02.03.2007,10.0,Город Москва,20.08.2023 03:54:00
918,Ж,21.09.2008,,Город Москва,27.08.2023 00:01:20
919,Ж,19.08.2010,7.0,Нижегородская область,26.08.2023 20:37:46
920,М,21.02.2007,10.0,Город Москва,21.08.2023 12:45:28
921,Ж,19.03.2009,,Город Москва,04.09.2023 04:50:26
922,М,30.11.2009,7.0,Краснодарский край,19.08.2023 00:26:45
923,Ж,30.12.2006,10.0,Город Москва,06.09.2023 23:13:53
924,М,24.10.2009,,Город Москва,05.09.2023 05:10:18
925,М,12.05.2007,10.0,Город Москва,02.09.2023 06:06:34
926,Ж,10.10.2007,9.0,Город Санкт-Петербург,20.08.2023 07:16:23
927,М,24.06.2010,7.0,Город Москва,01.09.2023 02:24:45
928,Ж,27.07.2010,,Город Москва,25.08.2023 06:39:34
929,М,04.12.2009,7.0,Город Санкт-Петербург,06.09.2023 03:38:58
930,М,17.06.2008,9.0,Город Москва,26.08.2023 20:03:12
931,Ж,29.08.2008,9.0,Город Москва,08.09.2023 07:57:44
932,Ж,23.04.2009,8.0,Нижегородская область,12.09.2023 10:52:32
933,М,28.06.2009,8.0,Город Москва,03.09.2023 23:03:11
934,М,19.03.2010,7.0,Город Москва,21.08.2023 08:10:48
935,М,25.09.2008,8.0,Нижегородская область,03.09.2023 13:04:58
936,М,20.08.2008,9.0,Город Москва,21.08.2023 06:53:35
937,М,30.12.2006,10.0,Город Санкт-Петербург,04.09.2023 14:29:28
938,Ж,21.11.2007,9.0,Город Москва,28.08.2023 14:10:15
939,Ж,19.05.2009,8.0,Краснодарский край,20.08.2023 03:42:14
940,Ж,05.03.2007,10.0,Новосибирская область,05.09.2023 18:58:26
941,Ж,24.04.2010,7.0,Нижегородская область,22.08.2023 19:04:02
942,Ж,31.07.2009,8.0,Город Санкт-Петербург,29.08.2023 19:27:48
943,М,18.03.2009,8.0,Краснодарский край,03.09.2023 08:14:19
944,М,28.07.2009,,Город Москва,27.08.2023 01:35:55
945,Ж,30.10.2007,9.0,Город Москва,19.08.2023 09:38:01
946,М,26.01.2008,9.0,Новосибирская область,06.09.2023 13:03:43
947,Ж,12.01.2009,8.0,Город Москва,04.09.2023 09:36:58
948,М,20.02.2009,8.0,Город Санкт-Петербург,04.09.2023 06:57:13
949,Ж,15.06.2010,7.0,Город Москва,22.08.2023 03:40:02
950,Ж,29.04.2009,,Город Москва,04.09.2023 13:33:05
951,М,12.03.2008,9.0,Город Санкт-Петербург,18.08.2023 07:02:48
952,М,25.04.2008,9.0,Краснодарский край,25.08.2023 00:59:45
953,Ж,10.08.2010,7.0,Город Москва,21.08.2023 20:07:57
954,Ж,03.02.2010,7.0,Город Москва,24.08.2023 22:11:30
955,М,04.08.2008,9.0,Город Москва,01.09.2023 17:48:05
956,Ж,27.03.2010,7.0,Город Москва,15.08.2023 00:30:52
957,М,19.09.2007,9.0,Город Санкт-Петербург,16.08.2023 15:29:13
958,Ж,10.04.2008,,Новосибирская область,03.09.2023 16:06:18
959,М,14.05.2008,9.0,Краснодарский край,05.09.2023 05:37:12
960,Ж,22.07.2010,7.0,Краснодарский край,07.09.2023 22:52:21
961,М,23.11.2007,9.0,Город Москва,26.08.2023 15:58:45
962,М,15.01.2009,8.0,Город Москва,07.09.2023 19:12:37
963,М,26.05.2007,,Город Москва,27.08.2023 04:57:51
964,М,03.11.2008,8.0,Город Санкт-Петербург,28.08.2023 09:48:31
965,М,07.04.2008,,Город Санкт-Петербург,08.09.2023 20:50:41
966,М,16.02.2007,10.0,Новосибирская область,15.08.2023 13:24:16
967,М,14.08.2010,7.0,Город Санкт-Петербург,24.08.2023 02:33:03
968,М,25.10.2007,,Нижегородская область,05.09.2023 22:09:23
969,Ж,31.10.2006,10.0,Город Москва,22.08.2023 05:22:33
970,М,29.09.2008,8.0,Город Москва,16.08.2023 09:01:28
971,М,15.04.2008,9.0,Город Санкт-Петербург,20.08.2023 12:34:59
972,Ж,16.05.2010,7.0,Город Санкт-Петербург,15.08.2023 14:04:04
973,Ж,26.08.2010,7.0,Город Москва,16.08.2023 07:41:33
974,Ж,17.08.2010,7.0,Краснодарский край,23.08.2023 14:10:14
975,Ж,19.10.2007,9.0,Нижегородская область,14.08.2023 07:53:27
976,Ж,22.08.2009,8.0,Город Санкт-Петербург,15.08.2023 01:41:42
977,Ж,24.10.2006,10.0,Нижегородская область,02.09.2023 08:52:12
978,Ж,23.02.2008,9.0,Город Москва,21.08.2023 04:04:45
979,М,18.10.2007,9.0,Город Санкт-Петербург,22.08.2023 21:56:41
980,Ж,10.02.2010,,Город Москва,16.08.2023 19:41:34
981,М,10.01.2007,10.0,Краснодарский край,23.08.2023 00:30:30
982,Ж,26.07.2009,8.0,Город Санкт-Петербург,08.09.2023 22:22:13
983,Ж,12.02.2007,10.0,Город Санкт-Петербург,09.09.2023 03:38:37
984,Ж,01.07.2009,,Город Москва,06.09.2023 12:20:47
985,М,17.05.2010,7.0,Город Москва,12.09.2023 15:36:59
986,М,08.06.2008,9.0,Город Санкт-Петербург,14.08.2023 09:35:16
987,Ж,01.03.2008,9.0,Город Москва,04.09.2023 08:42:15
988,Ж,19.10.2007,,Город Москва,16.08.2023 04:38:43
989,Ж,18.10.2007,9.0,Краснодарский край,22.08.2023 18:27:25
990,М,07.03.2008,9.0,Краснодарский край,24.08.2023 09:58:23
991,М,25.11.2009,7.0,Город Москва,02.09.2023 02:22:24
992,Ж,21.10.2006,10.0,Город Москва,21.08.2023 16:29:25
993,М,01.07.2009,8.0,Город Москва,18.08.2023 01:34:07
994,М,16.01.2009,8.0,Город Москва,11.09.2023 16:23:41
995,М,22.12.2007,9.0,Город Санкт-Петербург,19.08.2023 01:38:19
996,Ж,30.09.2008,8.0,Новосибирская область,22.08.2023 00:17:00
997,М,03.04.2007,10.0,Город Санкт-Петербург,19.08.2023 00:44:00
998,Ж,21.10.2007,9.0,Новосибирская область,07.09.2023 09:22:31
999,Ж,11.04.2008,9.0,Город Москва,05.09.2023 21:35:30
1000,Ж,20.03.2010,7.0,Город Москва,05.09.2023 04:20:50
